,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value,contract_until_year,value_won,age_clean,age_obj,won_clean,won_round,won_obj
6074,21,europe,2021,DF,left,1.0,64,70,2.0,525000.0,2021,682316250,2.0,20~25,2.0,68.2,5억~10억
6075,19,europe,2023,ST,right,1.0,64,81,2.0,975000.0,2023,1267158750,1.0,15~20,3.0,126.7,10억~50억
6076,28,europe,2019,DF,right,1.0,64,64,2.0,375000.0,2019,487368750,3.0,25~30,1.0,48.7,1천~5억
6077,26,africa,2021,MF,right,1.0,64,67,2.0,475000.0,2021,617333750,2.0,20~25,2.0,61.7,5억~10억
6078,30,europe,2019,MF,right,1.0,64,64,2.0,325000.0,2019,422386250,3.0,25~30,1.0,42.2,1천~5억
6079,28,europe,2020,MF,left,1.0,64,64,3.0,350000.0,2020,454877500,3.0,25~30,1.0,45.5,1천~5억
6080,24,asia,2021,DF,left,1.0,64,70,2.0,525000.0,2021,682316250,2.0,20~25,2.0,68.2,5억~10억
6081,24,europe,2021,MF,left,1.0,64,69,3.0,600000.0,2021,779790000,2.0,20~25,2.0,78.0,5억~10억
6082,22,europe,2020,DF,right,1.0,64,73,2.0,600000.0,2020,779790000,2.0,20~25,2.0,78.0,5억~10억
6083,21,europe,2021,DF,right,1.0,64,72,2.0,575000.0,2021,747298750,2.0,20~25,2.0,74.7,5억~10억
6084,23,europe,2021,ST,right,1.0,64,68,3.0,600000.0,2021,779790000,2.0,20~25,2.0,78.0,5억~10억
6085,24,asia,2021,MF,right,1.0,64,68,3.0,600000.0,2021,779790000,2.0,20~25,2.0,78.0,5억~10억
6086,25,europe,2020,MF,right,1.0,64,69,2.0,500000.0,2020,649825000,2.0,20~25,2.0,65.0,5억~10억
6087,33,south america,2019,DF,right,1.0,64,64,2.0,170000.0,2019,220940500,4.0,30~35,1.0,22.1,1천~5억
6088,28,europe,2020,DF,right,1.0,64,64,2.0,375000.0,2020,487368750,3.0,25~30,1.0,48.7,1천~5억
6089,24,oceania,2020,MF,right,1.0,64,70,3.0,625000.0,2020,812281250,2.0,20~25,2.0,81.2,5억~10억
6090,21,europe,2019,MF,right,1.0,64,72,2.0,675000.0,2019,877263750,2.0,20~25,2.0,87.7,5억~10억
6091,21,south america,"Jun 30, 2019",MF,right,1.0,64,71,3.0,550000.0,2019,714807500,2.0,20~25,2.0,71.5,5억~10억
6092,21,europe,2020,ST,right,1.0,64,70,3.0,625000.0,2020,812281250,2.0,20~25,2.0,81.2,5억~10억
6093,22,africa,"Jun 30, 2020",DF,right,1.0,64,74,3.0,625000.0,2020,812281250,2.0,20~25,2.0,81.2,5억~10억
6094,27,europe,2020,DF,right,1.0,64,66,2.0,450000.0,2020,584842500,3.0,25~30,2.0,58.5,5억~10억
6095,35,south america,2018,GK,left,1.0,64,64,1.0,110000.0,2018,142961500,4.0,30~35,1.0,14.3,1천~5억
6096,30,south america,2021,ST,left,1.0,64,64,3.0,425000.0,2021,552351250,3.0,25~30,2.0,55.2,5억~10억
6097,22,europe,2019,ST,right,1.0,64,72,2.0,675000.0,2019,877263750,2.0,20~25,2.0,87.7,5억~10억
6098,23,asia,2019,DF,right,1.0,64,72,2.0,575000.0,2019,747298750,2.0,20~25,2.0,74.7,5억~10억
6099,26,europe,2020,DF,left,1.0,64,65,2.0,425000.0,2020,552351250,2.0,20~25,2.0,55.2,5억~10억
6100,34,europe,2022,MF,left,1.0,64,64,2.0,220000.0,2022,285923000,4.0,30~35,1.0,28.6,1천~5억
6101,29,south america,2018,DF,right,1.0,64,64,2.0,350000.0,2018,454877500,3.0,25~30,1.0,45.5,1천~5억
6102,33,europe,2020,GK,right,1.0,64,64,1.0,230000.0,2020,298919500,4.0,30~35,1.0,29.9,1천~5억
6103,32,africa,2019,DF,right,1.0,64,64,3.0,250000.0,2019,324912500,4.0,30~35,1.0,32.5,1천~5억
6104,28,europe,2020,DF,right,1.0,64,65,2.0,400000.0,2020,519860000,3.0,25~30,2.0,52.0,5억~10억
6105,25,europe,2020,DF,right,1.0,64,67,2.0,475000.0,2020,617333750,2.0,20~25,2.0,61.7,5억~10억
6106,27,asia,2020,GK,right,1.0,64,64,1.0,300000.0,2020,389895000,3.0,25~30,1.0,39.0,1천~5억
6107,25,africa,2021,ST,right,1.0,64,67,2.0,575000.0,2021,747298750,2.0,20~25,2.0,74.7,5억~10억
6108,27,europe,2020,ST,left,1.0,64,64,3.0,475000.0,2020,617333750,3.0,25~30,2.0,61.7,5억~10억
6109,23,europe,2019,MF,right,1.0,64,70,2.0,600000.0,2019,779790000,2.0,20~25,2.0,78.0,5억~10억
6110,35,south america,2023,MF,left,1.0,64,64,3.0,190000.0,2023,246933500,4.0,30~35,1.0,24.7,1천~5억
6111,22,south america,2019,MF,right,1.0,64,72,3.0,675000.0,2019,877263750,2.0,20~25,2.0,87.7,5억~10억
6112,23,asia,2019,MF,right,1.0,64,69,3.0,600000.0,2019,779790000,2.0,20~25,2.0,78.0,5억~10억
6113,29,europe,2018,DF,right,1.0,64,64,2.0,350000.0,2018,454877500,3.0,25~30,1.0,45.5,1천~5억
6114,24,europe,"Jun 30, 2019",DF,right,1.0,64,70,2.0,525000.0,2019,682316250,2.0,20~25,2.0,68.2,5억~10억
6115,31,europe,2023,ST,right,1.0,64,64,3.0,400000.0,2023,519860000,4.0,30~35,2.0,52.0,5억~10억
6116,23,europe,2019,MF,right,1.0,64,70,3.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
6117,23,asia,2019,ST,right,1.0,64,73,2.0,700000.0,2019,909755000,2.0,20~25,2.0,91.0,5억~10억
6118,26,europe,2020,MF,right,1.0,64,66,2.0,550000.0,2020,714807500,2.0,20~25,2.0,71.5,5억~10억
6119,24,europe,2019,MF,right,1.0,64,68,3.0,575000.0,2019,747298750,2.0,20~25,2.0,74.7,5억~10억
6120,21,europe,2019,MF,right,1.0,64,71,3.0,650000.0,2019,844772500,2.0,20~25,2.0,84.5,5억~10억
6121,28,europe,2020,MF,right,1.0,64,64,2.0,450000.0,2020,584842500,3.0,25~30,2.0,58.5,5억~10억
6122,23,south america,"Jun 30, 2019",ST,right,1.0,64,71,3.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
6123,21,asia,2020,DF,right,1.0,64,76,2.0,725000.0,2020,942246250,2.0,20~25,2.0,94.2,5억~10억
6124,18,europe,2020,MF,right,1.0,64,82,2.0,925000.0,2020,1202176250,1.0,15~20,3.0,120.2,10억~50억
6125,23,asia,2023,DF,left,1.0,64,72,3.0,575000.0,2023,747298750,2.0,20~25,2.0,74.7,5억~10억
6126,20,europe,"Jun 30, 2019",DF,left,1.0,64,74,2.0,625000.0,2019,812281250,1.0,15~20,2.0,81.2,5억~10억
6127,21,europe,"Jun 30, 2019",MF,right,1.0,64,79,3.0,1000000.0,2019,1299650000,2.0,20~25,3.0,130.0,10억~50억
6128,24,asia,2020,DF,left,1.0,64,71,2.0,550000.0,2020,714807500,2.0,20~25,2.0,71.5,5억~10억
6129,19,europe,2019,GK,right,1.0,64,78,1.0,800000.0,2019,1039720000,1.0,15~20,3.0,104.0,10억~50억
6130,22,europe,2020,DF,right,1.0,64,73,2.0,600000.0,2020,779790000,2.0,20~25,2.0,78.0,5억~10억
6131,22,europe,2021,DF,left,1.0,64,72,2.0,575000.0,2021,747298750,2.0,20~25,2.0,74.7,5억~10억
6132,18,europe,2023,DF,left,1.0,64,81,2.0,850000.0,2023,1104702500,1.0,15~20,3.0,110.5,10억~50억
6133,26,asia,2021,MF,left,1.0,64,67,2.0,475000.0,2021,617333750,2.0,20~25,2.0,61.7,5억~10억
6134,23,europe,2020,MF,left,1.0,64,67,2.0,575000.0,2020,747298750,2.0,20~25,2.0,74.7,5억~10억
6135,18,asia,2021,MF,right,1.0,64,79,3.0,925000.0,2021,1202176250,1.0,15~20,3.0,120.2,10억~50억
6136,24,south america,2019,MF,left,1.0,64,70,2.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
6137,24,africa,2018,DF,right,1.0,64,69,2.0,500000.0,2018,649825000,2.0,20~25,2.0,65.0,5억~10억
6138,23,europe,2019,DF,left,1.0,64,67,2.0,475000.0,2019,617333750,2.0,20~25,2.0,61.7,5억~10억
6139,32,asia,2022,ST,left,2.0,64,64,2.0,350000.0,2022,454877500,4.0,30~35,1.0,45.5,1천~5억
6140,19,europe,"Jun 30, 2019",ST,right,1.0,64,74,3.0,725000.0,2019,942246250,1.0,15~20,2.0,94.2,5억~10억
6141,29,south america,2021,MF,right,1.0,64,64,2.0,425000.0,2021,552351250,3.0,25~30,2.0,55.2,5억~10억
6142,21,europe,"Jun 30, 2019",DF,right,1.0,64,74,2.0,650000.0,2019,844772500,2.0,20~25,2.0,84.5,5억~10억
6143,19,europe,2021,ST,right,1.0,64,81,2.0,975000.0,2021,1267158750,1.0,15~20,3.0,126.7,10억~50억
6144,24,europe,2021,DF,left,1.0,64,69,2.0,500000.0,2021,649825000,2.0,20~25,2.0,65.0,5억~10억
6145,23,europe,2020,DF,right,1.0,64,71,2.0,550000.0,2020,714807500,2.0,20~25,2.0,71.5,5억~10억
6146,20,africa,2020,MF,left,1.0,64,74,2.0,725000.0,2020,942246250,1.0,15~20,2.0,94.2,5억~10억
6147,28,europe,2021,ST,right,1.0,64,64,2.0,475000.0,2021,617333750,3.0,25~30,2.0,61.7,5억~10억
6148,18,europe,2022,ST,right,1.0,64,77,3.0,800000.0,2022,1039720000,1.0,15~20,3.0,104.0,10억~50억
6149,28,europe,2021,DF,right,1.0,64,65,2.0,400000.0,2021,519860000,3.0,25~30,2.0,52.0,5억~10억
6150,25,europe,2019,MF,right,1.0,64,68,3.0,575000.0,2019,747298750,2.0,20~25,2.0,74.7,5억~10억
6151,28,asia,2021,MF,right,1.0,64,65,2.0,400000.0,2021,519860000,3.0,25~30,2.0,52.0,5억~10억
6152,27,europe,2019,MF,right,1.0,64,64,3.0,475000.0,2019,617333750,3.0,25~30,2.0,61.7,5억~10억
6153,21,europe,"Jun 30, 2019",ST,right,1.0,64,71,2.0,650000.0,2019,844772500,2.0,20~25,2.0,84.5,5억~10억
6154,21,europe,2019,DF,right,1.0,64,71,2.0,550000.0,2019,714807500,2.0,20~25,2.0,71.5,5억~10억
6155,30,europe,2020,MF,right,1.0,64,64,2.0,325000.0,2020,422386250,3.0,25~30,1.0,42.2,1천~5억
6156,29,europe,2019,GK,right,1.0,64,64,1.0,300000.0,2019,389895000,3.0,25~30,1.0,39.0,1천~5억
6157,21,europe,2022,MF,right,1.0,64,73,2.0,600000.0,2022,779790000,2.0,20~25,2.0,78.0,5억~10억
6158,21,europe,"Jun 30, 2019",ST,right,1.0,64,75,4.0,775000.0,2019,1007228750,2.0,20~25,3.0,100.7,10억~50억
6159,30,asia,2020,GK,right,1.0,64,64,1.0,290000.0,2020,376898500,3.0,25~30,1.0,37.7,1천~5억
6160,21,europe,2019,MF,right,1.0,64,71,3.0,650000.0,2019,844772500,2.0,20~25,2.0,84.5,5억~10억
6161,22,europe,2021,MF,right,1.0,64,74,3.0,725000.0,2021,942246250,2.0,20~25,2.0,94.2,5억~10억
6162,25,europe,2019,ST,right,1.0,64,69,3.0,600000.0,2019,779790000,2.0,20~25,2.0,78.0,5억~10억
6163,21,europe,2023,ST,right,1.0,64,69,3.0,625000.0,2023,812281250,2.0,20~25,2.0,81.2,5억~10억
6164,18,europe,"Jun 30, 2019",MF,right,1.0,64,79,3.0,925000.0,2019,1202176250,1.0,15~20,3.0,120.2,10억~50억
6165,19,europe,2020,MF,right,1.0,64,80,3.0,950000.0,2020,1234667500,1.0,15~20,3.0,123.5,10억~50억
6166,19,south america,2020,ST,right,1.0,64,80,2.0,975000.0,2020,1267158750,1.0,15~20,3.0,126.7,10억~50억
6167,28,oceania,2019,MF,right,1.0,64,64,2.0,450000.0,2019,584842500,3.0,25~30,2.0,58.5,5억~10억
6168,21,europe,2019,MF,right,1.0,64,72,3.0,650000.0,2019,844772500,2.0,20~25,2.0,84.5,5억~10억
6169,31,europe,2019,DF,left,1.0,64,64,2.0,300000.0,2019,389895000,4.0,30~35,1.0,39.0,1천~5억
6170,24,africa,2020,DF,left,1.0,64,68,2.0,500000.0,2020,649825000,2.0,20~25,2.0,65.0,5억~10억
6171,23,asia,2021,MF,right,1.0,64,70,2.0,525000.0,2021,682316250,2.0,20~25,2.0,68.2,5억~10억
6172,20,europe,2019,MF,left,1.0,64,74,3.0,725000.0,2019,942246250,1.0,15~20,2.0,94.2,5억~10억
6173,22,europe,"Jun 30, 2019",DF,left,1.0,64,73,2.0,600000.0,2019,779790000,2.0,20~25,2.0,78.0,5억~10억
6174,22,europe,2021,ST,right,1.0,64,75,3.0,775000.0,2021,1007228750,2.0,20~25,3.0,100.7,10억~50억
6175,23,europe,2020,MF,left,1.0,64,73,3.0,675000.0,2020,877263750,2.0,20~25,2.0,87.7,5억~10억
6176,26,europe,2020,MF,left,1.0,64,64,3.0,475000.0,2020,617333750,2.0,20~25,2.0,61.7,5억~10억
6177,22,europe,2021,DF,right,1.0,64,72,2.0,575000.0,2021,747298750,2.0,20~25,2.0,74.7,5억~10억
6178,21,south america,"Jun 30, 2019",DF,right,1.0,64,74,2.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
6179,22,europe,2019,GK,right,1.0,64,73,1.0,525000.0,2019,682316250,2.0,20~25,2.0,68.2,5억~10억
6180,24,europe,"Jun 30, 2019",DF,left,1.0,64,69,2.0,500000.0,2019,649825000,2.0,20~25,2.0,65.0,5억~10억
6181,24,asia,2021,DF,right,1.0,64,69,2.0,500000.0,2021,649825000,2.0,20~25,2.0,65.0,5억~10억
6182,26,south america,2023,MF,right,1.0,64,64,3.0,475000.0,2023,617333750,2.0,20~25,2.0,61.7,5억~10억
6183,24,europe,2019,MF,right,1.0,64,67,2.0,475000.0,2019,617333750,2.0,20~25,2.0,61.7,5억~10억
6184,22,europe,2021,ST,left,1.0,64,69,3.0,625000.0,2021,812281250,2.0,20~25,2.0,81.2,5억~10억
6185,23,south america,2020,DF,left,1.0,64,71,2.0,550000.0,2020,714807500,2.0,20~25,2.0,71.5,5억~10억
6186,34,asia,2019,GK,right,1.0,64,64,1.0,180000.0,2019,233937000,4.0,30~35,1.0,23.4,1천~5억
6187,20,south america,"Jun 30, 2019",DF,left,1.0,64,76,2.0,725000.0,2019,942246250,1.0,15~20,2.0,94.2,5억~10억
6188,20,africa,2020,DF,right,1.0,64,70,2.0,525000.0,2020,682316250,1.0,15~20,2.0,68.2,5억~10억
6189,32,south america,2023,GK,left,1.0,64,64,1.0,260000.0,2023,337909000,4.0,30~35,1.0,33.8,1천~5억
6190,24,asia,2019,MF,right,1.0,64,69,3.0,600000.0,2019,779790000,2.0,20~25,2.0,78.0,5억~10억
6191,27,europe,2021,DF,right,1.0,64,64,2.0,375000.0,2021,487368750,3.0,25~30,1.0,48.7,1천~5억
6192,21,europe,2020,MF,right,1.0,64,74,3.0,725000.0,2020,942246250,2.0,20~25,2.0,94.2,5억~10억
6193,34,europe,2019,DF,right,1.0,64,64,2.0,140000.0,2019,181951000,4.0,30~35,1.0,18.2,1천~5억
6194,22,europe,2019,ST,right,1.0,64,73,2.0,700000.0,2019,909755000,2.0,20~25,2.0,91.0,5억~10억
6195,31,europe,2019,DF,right,1.0,64,64,2.0,300000.0,2019,389895000,4.0,30~35,1.0,39.0,1천~5억
6196,20,europe,2021,MF,right,1.0,64,76,2.0,725000.0,2021,942246250,1.0,15~20,2.0,94.2,5억~10억
6197,18,europe,2022,MF,right,1.0,64,77,3.0,800000.0,2022,1039720000,1.0,15~20,3.0,104.0,10억~50억
6198,26,europe,2021,DF,right,1.0,64,69,2.0,500000.0,2021,649825000,2.0,20~25,2.0,65.0,5억~10억
6199,28,europe,2019,GK,left,1.0,64,66,1.0,375000.0,2019,487368750,3.0,25~30,1.0,48.7,1천~5억
6200,22,europe,"Jun 30, 2019",MF,right,1.0,64,71,3.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
6201,29,europe,"Jun 30, 2019",MF,right,1.0,64,64,2.0,450000.0,2019,584842500,3.0,25~30,2.0,58.5,5억~10억
6202,21,africa,2021,ST,right,1.0,64,73,3.0,700000.0,2021,909755000,2.0,20~25,2.0,91.0,5억~10억
6203,22,south america,2021,DF,right,1.0,64,73,2.0,600000.0,2021,779790000,2.0,20~25,2.0,78.0,5억~10억
6204,25,asia,2021,DF,right,1.0,64,67,2.0,475000.0,2021,617333750,2.0,20~25,2.0,61.7,5억~10억
6205,30,europe,2019,DF,right,1.0,64,64,2.0,325000.0,2019,422386250,3.0,25~30,1.0,42.2,1천~5억
6206,26,europe,2019,DF,left,1.0,64,66,2.0,450000.0,2019,584842500,2.0,20~25,2.0,58.5,5억~10억
6207,25,asia,2021,GK,right,1.0,64,69,1.0,425000.0,2021,552351250,2.0,20~25,2.0,55.2,5억~10억
6208,29,asia,2021,DF,right,1.0,64,64,2.0,350000.0,2021,454877500,3.0,25~30,1.0,45.5,1천~5억
6209,21,europe,2021,ST,right,1.0,64,75,2.0,775000.0,2021,1007228750,2.0,20~25,3.0,100.7,10억~50억
6210,33,europe,2022,MF,right,1.0,64,64,2.0,180000.0,2022,233937000,4.0,30~35,1.0,23.4,1천~5억
6211,25,oceania,2019,GK,right,1.0,64,67,1.0,400000.0,2019,519860000,2.0,20~25,2.0,52.0,5억~10억
6212,34,south america,2019,MF,right,1.0,64,64,2.0,140000.0,2019,181951000,4.0,30~35,1.0,18.2,1천~5억
6213,23,south america,2018,ST,right,1.0,64,69,3.0,600000.0,2018,779790000,2.0,20~25,2.0,78.0,5억~10억
6214,23,europe,2021,MF,right,1.0,64,69,3.0,600000.0,2021,779790000,2.0,20~25,2.0,78.0,5억~10억
6215,22,europe,"Jun 30, 2019",DF,right,1.0,64,70,2.0,525000.0,2019,682316250,2.0,20~25,2.0,68.2,5억~10억
6216,22,europe,2020,MF,right,1.0,64,72,3.0,675000.0,2020,877263750,2.0,20~25,2.0,87.7,5억~10억
6217,26,asia,2019,MF,right,1.0,64,65,2.0,450000.0,2019,584842500,2.0,20~25,2.0,58.5,5억~10억
6218,27,europe,2021,MF,left,1.0,64,64,3.0,475000.0,2021,617333750,3.0,25~30,2.0,61.7,5억~10억
6219,29,south america,2018,ST,right,1.0,64,64,3.0,450000.0,2018,584842500,3.0,25~30,2.0,58.5,5억~10억
6220,22,europe,2019,ST,right,1.0,64,70,3.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
6221,29,south america,2019,MF,right,1.0,64,64,3.0,450000.0,2019,584842500,3.0,25~30,2.0,58.5,5억~10억
6222,27,europe,2019,GK,right,1.0,64,66,1.0,375000.0,2019,487368750,3.0,25~30,1.0,48.7,1천~5억
6223,18,south america,2021,DF,left,1.0,64,77,3.0,700000.0,2021,909755000,1.0,15~20,2.0,91.0,5억~10억
6224,30,europe,2019,MF,right,1.0,64,64,2.0,425000.0,2019,552351250,3.0,25~30,2.0,55.2,5억~10억
6225,27,asia,2021,MF,right,1.0,64,64,2.0,475000.0,2021,617333750,3.0,25~30,2.0,61.7,5억~10억
6226,27,asia,2021,MF,right,1.0,64,65,3.0,500000.0,2021,649825000,3.0,25~30,2.0,65.0,5억~10억
6227,18,europe,2021,ST,right,1.0,64,83,2.0,950000.0,2021,1234667500,1.0,15~20,3.0,123.5,10억~50억
6228,26,europe,2019,MF,right,1.0,64,66,3.0,550000.0,2019,714807500,2.0,20~25,2.0,71.5,5억~10억
6229,26,south america,2021,MF,left,1.0,64,65,3.0,525000.0,2021,682316250,2.0,20~25,2.0,68.2,5억~10억
6230,19,oceania,2020,ST,right,1.0,64,79,3.0,875000.0,2020,1137193750,1.0,15~20,3.0,113.7,10억~50억
6231,22,south america,2020,DF,left,1.0,64,72,2.0,575000.0,2020,747298750,2.0,20~25,2.0,74.7,5억~10억
6232,27,oceania,2019,DF,left,1.0,64,65,3.0,425000.0,2019,552351250,3.0,25~30,2.0,55.2,5억~10억
6233,24,africa,2019,DF,right,1.0,64,69,2.0,500000.0,2019,649825000,2.0,20~25,2.0,65.0,5억~10억
6234,22,asia,2020,GK,right,1.0,64,73,1.0,525000.0,2020,682316250,2.0,20~25,2.0,68.2,5억~10억
6235,21,europe,"Jun 30, 2019",DF,left,1.0,64,73,2.0,600000.0,2019,779790000,2.0,20~25,2.0,78.0,5억~10억
6236,22,africa,2022,DF,right,1.0,64,72,2.0,575000.0,2022,747298750,2.0,20~25,2.0,74.7,5억~10억
6237,28,europe,2020,ST,right,1.0,64,64,2.0,475000.0,2020,617333750,3.0,25~30,2.0,61.7,5억~10억
6238,29,europe,2019,MF,right,1.0,64,64,2.0,450000.0,2019,584842500,3.0,25~30,2.0,58.5,5억~10억
6239,27,south america,2018,MF,left,1.0,64,64,3.0,475000.0,2018,617333750,3.0,25~30,2.0,61.7,5억~10억
6240,23,africa,2021,ST,right,1.0,64,69,2.0,625000.0,2021,812281250,2.0,20~25,2.0,81.2,5억~10억
6241,34,asia,2018,DF,right,1.0,64,64,2.0,140000.0,2018,181951000,4.0,30~35,1.0,18.2,1천~5억
6242,23,europe,2019,DF,right,1.0,64,72,3.0,575000.0,2019,747298750,2.0,20~25,2.0,74.7,5억~10억
6243,19,europe,2019,DF,left,1.0,64,83,2.0,875000.0,2019,1137193750,1.0,15~20,3.0,113.7,10억~50억
6244,25,europe,2019,GK,right,1.0,64,70,1.0,450000.0,2019,584842500,2.0,20~25,2.0,58.5,5억~10억
6245,30,south america,2018,MF,right,1.0,64,64,2.0,425000.0,2018,552351250,3.0,25~30,2.0,55.2,5억~10억
6246,22,europe,"Jun 30, 2019",ST,right,1.0,64,73,2.0,700000.0,2019,909755000,2.0,20~25,2.0,91.0,5억~10억
6247,26,europe,2020,MF,right,1.0,64,65,3.0,525000.0,2020,682316250,2.0,20~25,2.0,68.2,5억~10억
6248,21,south america,2020,DF,right,1.0,64,74,2.0,650000.0,2020,844772500,2.0,20~25,2.0,84.5,5억~10억
6249,21,europe,"Jun 30, 2019",DF,right,1.0,64,72,2.0,575000.0,2019,747298750,2.0,20~25,2.0,74.7,5억~10억
6250,26,europe,2021,GK,right,1.0,64,67,1.0,400000.0,2021,519860000,2.0,20~25,2.0,52.0,5억~10억
6251,24,europe,2020,MF,right,1.0,64,66,2.0,550000.0,2020,714807500,2.0,20~25,2.0,71.5,5억~10억
6252,26,europe,2020,DF,right,1.0,64,68,2.0,475000.0,2020,617333750,2.0,20~25,2.0,61.7,5억~10억
6253,21,europe,2020,ST,right,1.0,64,71,3.0,650000.0,2020,844772500,2.0,20~25,2.0,84.5,5억~10억
6254,28,europe,2020,GK,left,1.0,64,66,1.0,375000.0,2020,487368750,3.0,25~30,1.0,48.7,1천~5억
6255,25,south america,2023,GK,right,1.0,64,70,1.0,450000.0,2023,584842500,2.0,20~25,2.0,58.5,5억~10억
6256,22,europe,2020,MF,right,1.0,64,74,2.0,725000.0,2020,942246250,2.0,20~25,2.0,94.2,5억~10억
6257,30,south america,2023,DF,right,1.0,64,64,2.0,325000.0,2023,422386250,3.0,25~30,1.0,42.2,1천~5억
6258,19,europe,2021,DF,right,1.0,64,76,2.0,700000.0,2021,909755000,1.0,15~20,2.0,91.0,5억~10억
6259,24,oceania,2020,DF,left,1.0,64,68,2.0,500000.0,2020,649825000,2.0,20~25,2.0,65.0,5억~10억
6260,28,europe,2023,MF,right,1.0,64,64,3.0,450000.0,2023,584842500,3.0,25~30,2.0,58.5,5억~10억
6261,21,europe,2019,MF,right,1.0,64,71,3.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
6262,23,oceania,2023,DF,right,1.0,64,70,2.0,525000.0,2023,682316250,2.0,20~25,2.0,68.2,5억~10억
6263,30,europe,2019,DF,right,1.0,64,64,2.0,325000.0,2019,422386250,3.0,25~30,1.0,42.2,1천~5억
6264,20,europe,2022,MF,right,1.0,64,75,2.0,675000.0,2022,877263750,1.0,15~20,2.0,87.7,5억~10억
6265,22,europe,2022,MF,left,1.0,64,73,2.0,675000.0,2022,877263750,2.0,20~25,2.0,87.7,5억~10억
6266,31,europe,2021,DF,right,1.0,64,64,2.0,300000.0,2021,389895000,4.0,30~35,1.0,39.0,1천~5억
6267,21,europe,2019,ST,right,1.0,64,76,2.0,825000.0,2019,1072211250,2.0,20~25,3.0,107.2,10억~50억
6268,18,europe,2020,GK,right,1.0,64,78,1.0,750000.0,2020,974737500,1.0,15~20,2.0,97.5,5억~10억
6269,27,europe,2019,DF,right,1.0,64,64,2.0,375000.0,2019,487368750,3.0,25~30,1.0,48.7,1천~5억
6270,27,oceania,2022,MF,right,1.0,64,64,3.0,475000.0,2022,617333750,3.0,25~30,2.0,61.7,5억~10억
6271,24,europe,2020,DF,left,1.0,64,71,2.0,525000.0,2020,682316250,2.0,20~25,2.0,68.2,5억~10억
6272,25,oceania,2020,MF,right,1.0,64,65,3.0,525000.0,2020,682316250,2.0,20~25,2.0,68.2,5억~10억
6273,30,south america,2018,MF,right,1.0,64,64,2.0,425000.0,2018,552351250,3.0,25~30,2.0,55.2,5억~10억
6274,18,south america,2019,MF,right,1.0,64,82,3.0,925000.0,2019,1202176250,1.0,15~20,3.0,120.2,10억~50억
6275,33,europe,2020,DF,left,1.0,64,64,2.0,170000.0,2020,220940500,4.0,30~35,1.0,22.1,1천~5억
6276,29,asia,2018,MF,right,1.0,64,64,2.0,350000.0,2018,454877500,3.0,25~30,1.0,45.5,1천~5억
6277,27,asia,2021,MF,right,1.0,64,64,2.0,475000.0,2021,617333750,3.0,25~30,2.0,61.7,5억~10억
6278,24,europe,2020,MF,right,1.0,64,69,2.0,500000.0,2020,649825000,2.0,20~25,2.0,65.0,5억~10억
6279,19,south america,2020,ST,right,1.0,64,73,3.0,675000.0,2020,877263750,1.0,15~20,2.0,87.7,5억~10억
6280,30,europe,2021,DF,right,1.0,64,64,2.0,325000.0,2021,422386250,3.0,25~30,1.0,42.2,1천~5억
6281,31,asia,2019,DF,right,1.0,64,64,2.0,300000.0,2019,389895000,4.0,30~35,1.0,39.0,1천~5억
6282,22,europe,2021,ST,right,1.0,64,69,3.0,600000.0,2021,779790000,2.0,20~25,2.0,78.0,5억~10억
6283,27,europe,2021,ST,right,1.0,64,65,2.0,525000.0,2021,682316250,3.0,25~30,2.0,68.2,5억~10억
6284,20,europe,2019,ST,right,1.0,64,72,2.0,675000.0,2019,877263750,1.0,15~20,2.0,87.7,5억~10억
6285,27,europe,2018,DF,right,1.0,64,65,2.0,425000.0,2018,552351250,3.0,25~30,2.0,55.2,5억~10억
6286,23,europe,2018,MF,right,1.0,64,72,2.0,675000.0,2018,877263750,2.0,20~25,2.0,87.7,5억~10억
6287,33,europe,2020,DF,right,1.0,64,64,2.0,180000.0,2020,233937000,4.0,30~35,1.0,23.4,1천~5억
6288,27,africa,2020,GK,right,1.0,64,65,1.0,350000.0,2020,454877500,3.0,25~30,1.0,45.5,1천~5억
6289,24,asia,2020,MF,right,1.0,64,67,2.0,475000.0,2020,617333750,2.0,20~25,2.0,61.7,5억~10억
6290,28,europe,2020,ST,right,1.0,64,64,3.0,450000.0,2020,584842500,3.0,25~30,2.0,58.5,5억~10억
6291,24,europe,2021,ST,right,1.0,64,67,3.0,575000.0,2021,747298750,2.0,20~25,2.0,74.7,5억~10억
6292,26,oceania,2019,DF,right,1.0,64,65,2.0,450000.0,2019,584842500,2.0,20~25,2.0,58.5,5억~10억
6293,28,africa,2021,DF,left,1.0,64,64,2.0,350000.0,2021,454877500,3.0,25~30,1.0,45.5,1천~5억
6294,20,europe,2021,DF,left,1.0,64,73,2.0,600000.0,2021,779790000,1.0,15~20,2.0,78.0,5억~10억
